,i,g,year,xwater,xland,p,y,omegalabor,omegasupply,omegaland,Etc,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_factor,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
1,Hay/Silage,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,2.528,187.0,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,348.13599999999997,0.7113074373708226,1,2.528,1,1,-4.88235294117647,48.3433778495616,289.232622150438,0.13740325722110044,0.7700697399948524,0.06330794927329529,0.02921905351075167,3.6078554068294926,0.010485477613505295,8407.929937057545
2,Seed,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,2.274,318.0,5320.0,0.372,277.8,499.8,288.8,1.9686,15.0,0.17,0.74,5320.0,867.89,0.5673960855763488,1,2.274,1,1,-4.88235294117647,48.3433778495616,830.186622150439,0.3049478323448526,0.4919155786602983,0.13056541561165846,0.07257117338319072,0.32498210469762406,0.004249532551419344,71116.11959380943
3,Vegetable,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,2.106,91.4,815.2,16.024,5883.0,4218.0,288.8,2.9529,15.0,0.17,0.3,815.2,2614.4500000000003,0.7989262639668342,1,2.106,1,1,-4.88235294117647,48.3433778495616,2593.03142215044,0.20591404057057994,0.08425195095885811,0.2964142013393555,0.4134198071312063,15.745530578632161,0.03646973012399708,2866.241015935164
0,Cereal Grain,GARDENA FARMS DISTRICT NO. 13,2020.0,2.5919999999999996,2556.2,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,239.59754757152115,23.843099999999982,0.9607453135690454,1,2.5919999999999996,1,1,-4.88235294117647,48.8213048702526,0.0,0.07211225307299708,0.8685953943287062,0.04267511545079124,0.016617237147505296,1.8242657019639739,0.0005286563458850449,165337.72565308024
1,Hay/Silage,GARDENA FARMS DISTRICT NO. 13,2020.0,2.184,1125.4,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,353.296,0.7063843774346228,1,2.184,1,1,-4.88235294117647,48.8213048702526,293.914695129747,0.24880975896871246,0.5850113433389897,0.11370135105262481,0.05247754663967299,4.06758069515863,0.001742299905567345,51017.29068574231
2,Oilseed,GARDENA FARMS DISTRICT NO. 13,2020.0,2.6849999999999996,110.0,495.0,0.7,881.5,705.0,332.0,1.9686,15.0,0.17,0.74,3042.4872994652405,97.93875000000014,0.9523809523809523,1,2.6849999999999996,1,1,-4.88235294117647,48.8213048702526,122.144804755416,0.07090835200810164,0.7054262790775232,0.09939116614222157,0.12427420277215365,0.5471129498445274,0.012285012285012284,10599.336809456452
3,Orchard,GARDENA FARMS DISTRICT NO. 13,2020.0,2.304,7.0,4825.4,17.066,1887.0,3552.0,288.8,2.65761,15.0,0.17,0.13,4825.4,75989.858,0.07092026470896089,1,2.304,1,1,-4.88235294117647,48.8213048702526,76539.0950951297,0.9114050606757634,0.024113359502033357,0.04211041947572456,0.022371160346478673,16.982353109879423,1.0989010989010988,31.92342161327385
4,Seed,GARDENA FARMS DISTRICT NO. 13,2020.0,2.452,3676.4,5320.0,0.372,277.8,499.8,288.8,1.9686,15.0,0.17,0.74,5320.0,865.22,0.569139470297365,1,2.452,1,1,-4.88235294117647,48.8213048702526,827.038695129748,0.23886670666163867,0.6016509112696974,0.10250680884505947,0.056975573223604484,0.30927012576323404,0.00036757462500036756,820293.3714030572
5,Vegetable,GARDENA FARMS DISTRICT NO. 13,2020.0,2.398,548.8,815.2,16.024,5883.0,4218.0,288.8,2.9529,15.0,0.17,0.3,815.2,2610.0700000000006,0.7992694136323928,1,2.398,1,1,-4.88235294117647,48.8213048702526,2588.17349512975,0.18754925528004757,0.1649565911368788,0.2703821740237011,0.37711197955937265,15.451858387289052,0.0060738581146744415,17184.26447573023
6,Vineyard,GARDENA FARMS DISTRICT NO. 13,2020.0,2.3000000000000003,4.0,799.7800000000001,5.336666666666666,2346.6666666666665,3093.3333333333335,260.0,1.9685999999999997,15.0,0.17,0.13,1155.928165728476,286.7250000000001,0.9523809523809524,1,2.3000000000000003,1,1,-4.88235294117647,48.8213048702526,385.482006234047,0.08521596185214052,0.24710058473277807,0.3796631401772032,0.28802031323787824,5.041065078690621,1.923076923076923,0.16475014145690844
0,Cereal Grain,HUDSON BAY IRRIGATION DISTRICT NO.,2020.0,2.5780000000000003,49.0,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,239.41360616262355,23.517599999999995,0.9614350087973861,1,2.5780000000000003,1,1,-4.88235294117647,48.5291448239622,0.0,0.07407186800274043,0.8649717904742306,0.04387275589445674,0.017083585628572238,1.8343480758735942,0.027578599007170437,3166.629330706522
1,Hay/Silage,HUDSON BAY IRRIGATION DISTRICT NO.,2020.0,2.052,66.6,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,355.276,0.7038233405341705,1,2.052,1,1,-4.88235294117647,48.5291448239622,296.186855176038,0.3039397288496526,0.49369477820497065,0.13846060043631056,0.0639048925090664,4.235070406792674,0.029441205911794145,3028.6158123262344
2,Seed,HUDSON BAY IRRIGATION DISTRICT NO.,2020.0,2.18,48.0,6000.0,0.38000000000000006,267.0,480.3333333333333,260.0,1.9685999999999997,15.0,0.17,0.7399999999999999,6000.0,1234.6333333333334,0.5018671109592162,1,2.18,1,1,-4.88235294117647,48.5291448239622,1191.43752184271,0.4036219627215342,0.3952801372314255,0.12925159409803078,0.07184630594900947,0.34381647778343755,0.028153153153153157,13793.361868491655
0,Hay/Silage,HYDRO-IRRIGATION DISTRICT NO. 9,2020.0,1.8199999999999998,13.4,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,358.756,0.7006351177031397,1,1.8199999999999998,1,1,-4.88235294117647,348.196,0.0,0.4065416473344526,0.3242584411344358,0.18418941315286597,0.08501049837824581,4.489992537686241,0.1463271875914545,612.70845308416
1,Vegetable,HYDRO-IRRIGATION DISTRICT NO. 9,2020.0,1.568,11.8,815.2,16.024,5883.0,4218.0,288.8,2.9529,15.0,0.17,0.3,815.2,2622.52,0.7983188893889077,1,1.568,1,1,-4.88235294117647,348.196,2301.2488,0.22174287583988905,0.015956859437879698,0.31832318746642624,0.44397707725580504,15.97719010658124,0.2824858757062147,371.0589960852082
0,Cereal Grain,LOWDEN IRRIGATION DISTRICT NO. 2,2020.0,2.4579999999999997,298.0,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,239.39344468609653,25.16010000000001,0.9587125146099111,1,2.4579999999999997,1,1,-4.88235294117647,50.2741039930434,0.0,0.09437952733321839,0.8283519449934356,0.05561329909630585,0.02165522857704001,1.9256054801674827,0.0045347360783602395,19357.896860901907
1,Hay/Silage,LOWDEN IRRIGATION DISTRICT NO. 2,2020.0,2.714,42.2,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,345.346,0.713542620758494,1,2.714,1,1,-4.88235294117647,50.2741039930434,284.511896006957,0.09780957124126524,0.8360310262872785,0.04526695958573338,0.020892442885723093,3.3683071127328206,0.046464083263637206,1888.9531027459345
2,Seed,LOWDEN IRRIGATION DISTRICT NO. 2,2020.0,2.218,320.4,5320.0,0.372,277.8,499.8,288.8,1.9686,15.0,0.17,0.74,5320.0,868.7300000000001,0.5674203772637983,1,2.218,1,1,-4.88235294117647,50.2741039930434,829.095896006957,0.32704309652276065,0.4552585275079038,0.13992495924572254,0.0777734167236129,0.32962318774558436,0.004217700846914331,71704.40575716454
0,Cereal Grain,MUD CREEK IRRIGATION DISTRICT NO. 7,2020.0,2.7439999999999998,23.8,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,240.18847161126465,22.854600000000005,0.9624608797584123,1,2.7439999999999998,1,1,-4.88235294117647,48.1545274987523,0.0,0.05347853302136446,0.902463175561893,0.03171054259749689,0.012347748819245533,1.7174790700303282,0.05677946854417442,1536.3690081752118
1,Seed,MUD CREEK IRRIGATION DISTRICT NO. 7,2020.0,2.768,24.0,5320.0,0.372,277.8,499.8,288.8,1.9686,15.0,0.17,0.74,5320.0,860.4799999999999,0.5715830412948835,1,2.768,1,1,-4.88235294117647,48.1545274987523,822.965472501248,0.1464069221669176,0.7554431858776068,0.06308554012261657,0.03506435183285891,0.27999957970882133,0.056306306306306314,5333.18394803244
2,Vegetable,MUD CREEK IRRIGATION DISTRICT NO. 7,2020.0,2.4450000000000003,6.0,878.0,15.344999999999999,6227.5,4465.0,332.0,2.9529,15.0,0.17,0.3,878.0,2413.8250000000007,0.8206005875995014,1,2.4450000000000003,1,1,-4.88235294117647,48.1545274987523,2363.58047250125,0.16811248598816997,0.17674306440991655,0.2735768031304694,0.3815676464714441,14.753986534100775,0.5555555555555556,176.1839714459225
0,Hay/Silage,ORCHARD IRRIGATION DISTRICT NO. 10,2020.0,1.915,2.0,188.5,4.785,128.0,277.0,260.0,3.83877,15.0,0.17,0.51,188.5,208.30999999999995,0.7689753659389402,1,1.915,1,1,-4.88235294117647,208.2475,0.0,0.30043021551712285,0.43971951879126153,0.17772474962117904,0.08212551607043651,4.277888548015273,0.9803921568627451,67.22299092333046
0,Cereal Grain,TOUCHET IRRIGATION DISTRICT NO. 16,2020.0,2.276,1078.0,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,238.07044984768473,24.64559999999999,0.9592895832299705,1,2.276,1,1,-4.88235294117647,49.3923280841792,0.0,0.13481363012580602,0.7545266635025921,0.07964628722278845,0.031013419148813517,2.0702532801095934,0.0012535726821441106,69844.11149526814
1,Hay/Silage,TOUCHET IRRIGATION DISTRICT NO. 16,2020.0,2.086,848.6,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,354.76599999999996,0.703718429636744,1,2.086,1,1,-4.88235294117647,49.3923280841792,294.813671915821,0.2892713250108682,0.5179743489802406,0.1318845388481887,0.06086978716070247,4.193072070442134,0.0023106107868553975,38558.774498873216
2,Oilseed,TOUCHET IRRIGATION DISTRICT NO. 16,2020.0,2.41,206.0,340.0,0.9,788.0,630.0,250.0,1.9686,15.0,0.17,0.74,1988.175,85.20749999999998,0.9523809523809524,1,2.41,1,1,-4.88235294117647,49.3923280841792,35.8151719158208,0.07612755670907706,0.6018364643421485,0.14307663380657817,0.17895934514219616,0.7484156639489609,0.006559958016268696,13229.037031346175
3,Seed,TOUCHET IRRIGATION DISTRICT NO. 16,2020.0,2.0759999999999996,653.2,5320.0,0.372,277.8,499.8,288.8,1.9686,15.0,0.17,0.74,5320.0,870.86,0.5660002540134119,1,2.0759999999999996,1,1,-4.88235294117647,49.3923280841792,832.107671915821,0.3837325367190367,0.3612982925104575,0.1638806475708575,0.09108852319964829,0.3404669894101373,0.0020688171331159693,146450.43494043275
4,Vegetable,TOUCHET IRRIGATION DISTRICT NO. 16,2020.0,2.0233333333333334,93.0,838.6666666666666,15.666666666666666,6006.666666666667,4306.666666666667,304.6666666666667,2.9529,15.0,0.17,0.3,838.6666666666666,2466.85,0.811237625011722,1,2.0233333333333334,1,1,-4.88235294117647,49.3923280841792,2441.36878302693,0.19887702390260514,0.06739447266262645,0.30639212231341983,0.4273363811213486,15.451685990846308,0.03584229390681004,2782.3016073260105
0,Cereal Grain,TWO RIVERS IRRIGATION DISTRICT NO. 19,2020.0,2.258,1051.4,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,237.42064538101164,24.915599999999994,0.9592165466396846,1,2.258,1,1,-4.88235294117647,47.8883618901617,0.0,0.13908633459563774,0.7462367984434991,0.08253760093220629,0.0321392660286569,2.084261721405502,0.0012852875702409655,67817.7476619083
1,Hay/Silage,TWO RIVERS IRRIGATION DISTRICT NO. 19,2020.0,2.082,743.4,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,354.82599999999996,0.7030731830792301,1,2.082,1,1,-4.88235294117647,47.8883618901617,296.377638109838,0.29098291925966596,0.5151406202390163,0.13265231507984895,0.061224145421468736,4.198060238136289,0.00263758987587502,33781.88776778039
2,Herb,TWO RIVERS IRRIGATION DISTRICT NO. 19,2020.0,2.23,108.0,405.0,0.06,294.0,529.0,332.0,2.416,15.0,0.17,0.41,20797.875,59.422500000000014,0.9523809523809523,1,2.23,1,1,-4.88235294117647,47.8883618901617,11.5341381098382,0.13529950072022826,0.5802214795689786,0.18285467974120231,0.10162433996959071,0.050507453663865345,0.022583559168925026,1512.1628513427565
3,Orchard,TWO RIVERS IRRIGATION DISTRICT NO. 19,2020.0,2.5100000000000002,1013.0,1436.4,17.066,1887.0,3552.0,288.8,2.65761,15.0,0.17,0.13,1436.4,18563.298,0.23901200066773215,1,2.5100000000000002,1,1,-4.88235294117647,47.8883618901617,18700.2640381098,0.6837508096407899,0.12089645870893463,0.1275772941389553,0.06777543751132001,16.62672773505527,0.007593591009188245,1143.9931863372824
4,Vegetable,TWO RIVERS IRRIGATION DISTRICT NO. 19,2020.0,2.452,1761.0,815.2,16.024,5883.0,4218.0,288.8,2.9529,15.0,0.17,0.3,815.2,2609.2599999999998,0.7993297110986488,1,2.452,1,1,-4.88235294117647,47.8883618901617,2588.29643810984,0.1832754835445475,0.1838098909560402,0.2642940194393149,0.3686206060600972,15.379949490365433,0.0018928639030853683,55125.932786784426
0,Cereal Grain,WALLA WALLA WATER & POWER DISTRICT NO. 18,2020.0,1.4000000000000001,67.0,244.19666666666663,2.5866666666666664,80.0,205.66666666666666,311.3333333333333,2.081091,15.0,0.17,0.7399999999999999,262.7229569892473,32.69349999999997,0.948351390604155,1,1.4000000000000001,1,1,-4.88235294117647,61.5767154121863,0.0,0.4861066763377331,0.1415127071008292,0.2680966632653525,0.10428395329608527,2.5232484001421844,0.020169423154497785,4786.589389928585
1,Vegetable,WALLA WALLA WATER & POWER DISTRICT NO. 18,2020.0,2.022,151.8,815.2,16.024,5883.0,4218.0,288.8,2.9529,15.0,0.17,0.3,815.2,2615.71,0.798825259247615,1,2.022,1,1,-4.88235294117647,61.5767154121863,2581.05808458781,0.20974672421848567,0.06751788991145277,0.30180158970398174,0.42093379616607973,15.803726376149484,0.021958717610891524,4762.390382088357
0,Hay/Silage,WATER DISTRIBUTION DISTRICT NO.  1,2020.0,1.625,5.0,232.75,4.8475,134.0,290.5,293.5,3.83877,15.0,0.17,0.51,232.75,398.76750000000004,0.6799631808000831,1,1.625,1,1,-4.88235294117647,385.880625,0.0,0.497809844186827,0.19114172275356373,0.21286117739414964,0.09818725566545972,4.662202236550958,0.3921568627450981,243.8347112790861
1,Seed,WATER DISTRIBUTION DISTRICT NO.  1,2020.0,1.56,3.0,4300.0,0.39,265.5,477.5,255.0,1.9686,15.0,0.17,0.74,4300.0,654.6,0.6094464855320119,1,1.56,1,1,-4.88235294117647,385.880625,269.719375,0.48989330049591406,0.11038045058198613,0.25689001865451233,0.1428362302675875,0.3818656570986835,0.4504504504504505,523.3547683329818
0,Cereal Grain,WEST SIDE IRRIGATION DISTRICT NO. 5,2020.0,2.456,418.8,217.14000000000001,2.7299999999999995,77.8,199.8,288.8,2.081091,15.0,0.17,0.74,239.4108783414394,25.221599999999988,0.9585627244860158,1,2.456,1,1,-4.88235294117647,50.3516978721294,0.0,0.0947740867690075,0.8276521117370195,0.055833017069509404,0.021740784424463623,1.927189989347478,0.003226722424430161,27211.21622494725
1,Hay/Silage,WEST SIDE IRRIGATION DISTRICT NO. 5,2020.0,2.3920000000000003,277.6,224.4,4.84,133.2,288.6,288.8,3.8387699999999993,15.0,0.17,0.51,224.4,350.17600000000004,0.7084792835426812,1,2.3920000000000003,1,1,-4.88235294117647,50.3516978721294,289.264302127871,0.1752455135456801,0.7071276952625495,0.08048148871015895,0.03714530248161181,3.789649335229743,0.007063344069616318,12522.154683780913
2,Herb,WEST SIDE IRRIGATION DISTRICT NO. 5,2020.0,2.065,2.0,405.0,0.06,294.0,529.0,332.0,2.416,15.0,0.17,0.41,20754.5625,59.29875000000004,0.9523809523809523,1,2.065,1,1,-4.88235294117647,50.3516978721294,8.9470521278708,0.17145107609163074,0.46794405199550976,0.23178612058554396,0.12881875132731554,0.05299838061221574,1.2195121951219512,27.994162485069644
3,Seed,WEST SIDE IRRIGATION DISTRICT NO. 5,2020.0,2.366,607.2,5320.0,0.372,277.8,499.8,288.8,1.9686,15.0,0.17,0.74,5320.0,866.51,0.568363114327588,1,2.366,1,1,-4.88235294117647,50.3516978721294,826.798302127871,0.26981061341184787,0.550246221796306,0.1156579137898208,0.06428525100202524,0.31701158848743555,0.002225545703806573,135631.00330408406
4,Vegetable,WEST SIDE IRRIGATION DISTRICT NO. 5,2020.0,2.478,52.2,815.2,16.024,5883.0,4218.0,288.8,2.9529,15.0,0.17,0.3,815.2,2608.87,0.7993602061891534,1,2.478,1,1,-4.88235294117647,50.3516978721294,2585.44310212787,0.18112439132542926,0.1933060505333331,0.26122684845458266,0.36434270968665483,15.343222138014585,0.06385696040868455,1633.8387353686157
