,i,g,year,xland,xwater,p,y,omegalabor,omegasupply,omegaland,Etc,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_factor,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
0,Hay/Silage,BRADEN IRRIGATION DISTRICT NO. 20,2020.0,15.0,1.9,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,207.29999999999995,0.7738874345549739,1,1.9,1,1,-4.88235294117647,207.3,0.0,0.309400168249706,0.42417731100730366,0.1821526236709981,0.08426989707199199,4.314722225549294,0.13071895424836602,513.9194587430624
0,Cereal Grain,Buena,2020.0,109.0,2.0,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,231.46964856230034,34.5,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,0.0,0.2687862165760079,0.5602543523862487,0.12283751711600831,0.048121913921735225,2.6682522010516387,0.012397718819737169,8864.443520078792
1,Hay/Silage,Buena,2020.0,33.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,34.5,53.2099999999999,0.26935515406758365,0.49890389782210487,0.15844089153040758,0.07330005657990386,4.203744179760128,0.05941770647653,1131.5940125697184
2,Herb,Buena,2020.0,61.0,2.0,386.0,0.06,810.0,648.0,390.0,0.41,15.0,0.17,0.41,32865.0,93.89999999999986,0.9523809523809524,1,2.0,1,1,-4.88235294117647,34.5,59.3999999999999,0.17118768330694284,0.31302053685936704,0.22924079103719563,0.2865509887964945,0.05573370055843263,0.03998400639744103,1055.8797962145754
3,Orchard,Buena,2020.0,40.0,2.0,1676.0,16.88,1836.0,3456.0,390.0,0.13,15.0,0.17,0.13,1676.0,22578.879999999997,0.20190252123652572,1,2.0,1,1,-4.88235294117647,34.5,22544.38,0.788070912013618,0.030358577522830055,0.11857665989456445,0.06299385056898736,16.77739484501408,0.1923076923076923,54.50249435060373
4,Vegetable,Buena,2020.0,4.0,2.0,780.0,16.52,5724.0,4104.0,390.0,0.3,15.0,0.17,0.3,780.0,2637.6000000000004,0.7953063885267275,1,2.0,1,1,-4.88235294117647,34.5,2603.1,0.2203425766555309,0.0643955514424483,0.2986807816733712,0.4165810902286494,16.304088413541464,0.8333333333333334,129.6078987097696
0,Cereal Grain,Bull Ditch,2020.0,26.0,2.321,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,233.08490415335467,34.74075000000005,0.9523809523809523,1,2.321,1,1,-4.88235294117647,34.74075,0.0,0.15069320625038418,0.7535138525552435,0.06882900219151218,0.026963939002860444,2.3731282191920555,0.05197505197505198,2115.6536046795163
1,Hay/Silage,Bull Ditch,2020.0,818.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,34.74075,52.9692499999999,0.26935515406758365,0.4989038978221049,0.15844089153040763,0.07330005657990388,4.203744179760128,0.0023970468382952205,28049.81522066754
0,Cereal Grain,CONSOLIDATED IRRIGATION DISTRICT NO. 14,2020.0,25.0,2.0,193.6,3.1,76.0,194.0,270.0,0.74,15.0,0.17,0.74,193.6,30.159999999999968,0.9497467342042123,1,2.0,1,1,-4.88235294117647,30.16,0.0,0.20629807694600344,0.6081326240953717,0.1333349777702714,0.05223432118835374,2.5857713972216314,0.05405405405405406,1437.6067726666292
1,Hay/Silage,CONSOLIDATED IRRIGATION DISTRICT NO. 14,2020.0,5.0,2.0,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,205.79999999999995,0.7755235602094241,1,2.0,1,1,-4.88235294117647,30.16,175.64,0.26856743997723725,0.4994417701306978,0.15861170793107118,0.07337908196099378,4.194142331088497,0.3921568627450981,170.76812519725473
0,Cereal Grain,Cascade,2020.0,382.0,2.0,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,231.46964856230034,34.5,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,0.0,0.2687862165760079,0.5602543523862487,0.12283751711600832,0.04812191392173522,2.6682522010516383,0.0035375689825951607,31066.214905230263
1,Hay/Silage,Cascade,2020.0,6109.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,34.5,53.2099999999999,0.26935515406758365,0.4989038978221048,0.1584408915304076,0.07330005657990388,4.203744179760128,0.0003209664943076592,209482.05523601233
2,Herb,Cascade,2020.0,3.0,2.0,386.0,0.06,810.0,648.0,390.0,0.41,15.0,0.17,0.41,32865.0,93.89999999999986,0.9523809523809524,1,2.0,1,1,-4.88235294117647,34.5,59.3999999999999,0.1711876833069428,0.31302053685936704,0.2292407910371956,0.28655098879649454,0.055733700558432624,0.8130081300813008,51.92851456792997
3,Orchard,Cascade,2020.0,81.0,2.0,1676.0,16.88,1836.0,3456.0,390.0,0.13,15.0,0.17,0.13,1676.0,22578.879999999997,0.20190252123652572,1,2.0,1,1,-4.88235294117647,34.5,22544.38,0.788070912013618,0.030358577522830058,0.11857665989456445,0.06299385056898738,16.777394845014083,0.09496676163342829,110.36755105997256
4,Seed,Cascade,2020.0,348.0,2.0,9030.0,0.36,270.0,486.0,390.0,0.74,15.0,0.17,0.74,9030.0,2074.7999999999997,0.36175710594315247,1,2.0,1,1,-4.88235294117647,34.5,2040.3,0.6003475153822838,0.215514736472225,0.11837426666495858,0.06576348148053254,0.34319119513236657,0.0038831935383659526,164326.73031683234
5,Vegetable,Cascade,2020.0,81.0,2.0,780.0,16.52,5724.0,4104.0,390.0,0.3,15.0,0.17,0.3,780.0,2637.6000000000004,0.7953063885267275,1,2.0,1,1,-4.88235294117647,34.5,2603.1,0.2203425766555309,0.06439555144244831,0.29868078167337125,0.41658109022864936,16.30408841354146,0.0411522633744856,2624.5599488728344
0,Cereal Grain,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,184.0,2.5,193.6,3.1,76.0,194.0,270.0,0.74,15.0,0.17,0.74,193.6,22.659999999999968,0.9622434017595308,1,2.5,1,1,-4.88235294117647,22.66,0.0,0.07600509119277869,0.8538747194337154,0.05038265458688945,0.01973753478661648,2.1184615571951357,0.007344300822561692,10316.40720259932
1,Hay/Silage,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,180.0,2.7,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,195.29999999999995,0.786976439790576,1,2.7,1,1,-4.88235294117647,22.66,172.64,0.07695090923038855,0.8550782683030527,0.04647153555499503,0.021499286911563532,3.2617008871271547,0.010893246187363835,6011.9855223921295
2,Seed,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,299.0,2.1,0.4,12900.0,1625.0,578.0,294.0,0.74,15.0,0.17,0.74,0.4,2631.5,0.49001937984496124,1,2.1,1,1,-4.88235294117647,22.66,2608.84,0.463815901487359,0.18691510826254637,0.09163752898981148,0.25763146126028313,12380.223725704995,0.004519569736961042,167578.60679869808
3,Vegetable,EAST SIDE IRRIGATION DISTRICT NO. 6,2020.0,44.0,2.1,780.0,16.5,5724.0,4104.0,270.0,0.3,15.0,0.17,0.3,780.0,2740.5,0.7870629370629371,1,2.1,1,1,-4.88235294117647,22.66,2717.84,0.2147678761991898,0.08410650105188575,0.292777732576474,0.4083478901724506,16.213883235876892,0.07575757575757576,1417.6345520291238
0,Cereal Grain,Ellensburg Wat,2020.0,360.0,2.0,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,231.46964856230034,34.5,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,0.0,0.2687862165760079,0.5602543523862485,0.12283751711600831,0.04812191392173522,2.6682522010516383,0.003753753753753754,29277.0611672327
1,Hay/Silage,Ellensburg Wat,2020.0,7097.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,34.5,53.2099999999999,0.26935515406758365,0.4989038978221048,0.1584408915304076,0.07330005657990388,4.203744179760129,0.00027628354427581934,243361.29415779668
2,Seed,Ellensburg Wat,2020.0,184.0,2.0,9030.0,0.36,270.0,486.0,390.0,0.74,15.0,0.17,0.74,9030.0,2074.7999999999997,0.36175710594315247,1,2.0,1,1,-4.88235294117647,34.5,2040.3,0.6003475153822838,0.21551473647222497,0.11837426666495858,0.06576348148053254,0.34319119513236657,0.007344300822561692,86885.39763878494
3,Vegetable,Ellensburg Wat,2020.0,394.0,2.0,780.0,16.52,5724.0,4104.0,390.0,0.3,15.0,0.17,0.3,780.0,2637.6000000000004,0.7953063885267275,1,2.0,1,1,-4.88235294117647,34.5,2603.1,0.2203425766555309,0.0643955514424483,0.29868078167337125,0.41658109022864936,16.304088413541464,0.008460236886632827,12766.378022912299
4,Vineyard,Ellensburg Wat,2020.0,2.0,2.0,889.0,4.38,2376.0,3132.0,390.0,0.13,15.0,0.17,0.13,1421.095890410959,296.40000000000055,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,261.900000000001,0.096959806407796,0.12498860021496108,0.44242149427333427,0.33563009910390873,4.266061994418341,3.846153846153846,0.0814373885932933
0,Cereal Grain,FGP,2020.0,155.0,2.0,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,231.46964856230034,34.5,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,0.0,0.2687862165760079,0.5602543523862485,0.12283751711600831,0.04812191392173521,2.6682522010516383,0.008718395815170008,12605.401335891862
0,Hay/Silage,Fowler Ditch,2020.0,27.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,87.7099999999999,0.0,0.2693551540675837,0.49890389782210487,0.15844089153040763,0.07330005657990389,4.203744179760128,0.07262164124909223,925.8496466479509
1,Herb,Fowler Ditch,2020.0,712.0,2.0,386.0,0.06,810.0,648.0,390.0,0.41,15.0,0.17,0.41,32865.0,93.89999999999986,0.9523809523809524,1,2.0,1,1,-4.88235294117647,87.7099999999999,6.18999999999994,0.17118768330694278,0.31302053685936704,0.2292407910371956,0.28655098879649454,0.055733700558432624,0.0034255960537133466,12324.36745745537
2,Vineyard,Fowler Ditch,2020.0,16.0,2.305,889.0,4.38,2376.0,3132.0,390.0,0.13,15.0,0.17,0.13,1422.1926369863013,296.62874999999985,0.9523809523809524,1,2.305,1,1,-4.88235294117647,87.7099999999999,208.91875,0.08339166946611488,0.24765685505407048,0.38038417233165933,0.2885673031481554,4.1367265946973415,0.4807692307692307,0.6517162276582419
0,Cereal Grain,GARDENA FARMS DISTRICT NO. 13,2020.0,2070.0,2.5,193.6,3.1,76.0,194.0,270.0,0.74,15.0,0.17,0.74,193.6,22.659999999999968,0.9622434017595308,1,2.5,1,1,-4.88235294117647,22.66,0.0,0.07600509119277868,0.8538747194337151,0.05038265458688943,0.019737534786616478,2.1184615571951357,0.0006528267397832616,116059.5810292423
1,Hay/Silage,GARDENA FARMS DISTRICT NO. 13,2020.0,773.0,2.3,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,201.29999999999995,0.7804319371727749,1,2.3,1,1,-4.88235294117647,22.66,178.64,0.16276587063734568,0.6952931727915763,0.0970447902590582,0.044896166312019814,3.7926459790048654,0.002536590315298176,26151.060300304904
2,Orchard,GARDENA FARMS DISTRICT NO. 13,2020.0,7.0,2.3,5536.0,16.9,1836.0,3456.0,270.0,0.13,15.0,0.17,0.13,5536.0,87961.9,0.05981825255669187,1,2.3,1,1,-4.88235294117647,22.66,87939.24,0.9235347858991697,0.021073161034100462,0.03617440200276238,0.019217651063967514,16.8277085636789,1.0989010989010988,36.638715534944716
3,Seed,GARDENA FARMS DISTRICT NO. 13,2020.0,2926.0,2.6,0.4,12900.0,1625.0,578.0,294.0,0.74,15.0,0.17,0.74,0.4,2624.0,0.49147286821705427,1,2.6,1,1,-4.88235294117647,22.66,2601.34,0.315048888959264,0.44709891694297793,0.06240516032160883,0.1754470337761494,11443.366553109465,0.000461842567105725,1635712.204462716
4,Vegetable,GARDENA FARMS DISTRICT NO. 13,2020.0,255.0,2.5,780.0,16.5,5724.0,4104.0,270.0,0.3,15.0,0.17,0.3,780.0,2734.5,0.7875291375291376,1,2.5,1,1,-4.88235294117647,22.66,2711.84,0.18637907908019877,0.20395755290509213,0.25458470312702136,0.3550786648876877,15.756267152229325,0.013071895424836602,8199.462245404215
5,Vineyard,GARDENA FARMS DISTRICT NO. 13,2020.0,4.0,2.4,888.7,4.4,2376.0,3132.0,270.0,0.13,15.0,0.17,0.13,1387.431818181818,290.6999999999998,0.9523809523809524,1,2.4,1,1,-4.88235294117647,22.66,268.04,0.06478563213622704,0.29879692215958437,0.36188442991022496,0.2745330157939637,4.0964214201656635,1.923076923076923,0.1330476217490078
0,Hay/Silage,HUDSON BAY IRRIGATION DISTRICT NO.,2020.0,34.0,2.4,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,199.79999999999995,0.7820680628272252,1,2.4,1,1,-4.88235294117647,199.8,0.0,0.1355141456685249,0.7459326106751027,0.08105465077236165,0.037498592884010716,3.655330148955557,0.05767012687427912,1146.579830769563
1,Seed,HUDSON BAY IRRIGATION DISTRICT NO.,2020.0,39.0,2.2,0.4,12900.0,1625.0,578.0,294.0,0.74,15.0,0.17,0.74,0.4,2630.0,0.4903100775193798,1,2.2,1,1,-4.88235294117647,199.8,2430.2,0.43791873510905155,0.23214454346644758,0.086565331358766,0.24337139006573486,12236.675420063877,0.03465003465003465,21846.87179208578
0,Hay/Silage,HYDRO-IRRIGATION DISTRICT NO. 9,2020.0,24.0,1.9,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,207.29999999999995,0.7738874345549739,1,1.9,1,1,-4.88235294117647,207.3,0.0,0.3094001682497062,0.42417731100730355,0.1821526236709982,0.08426989707199203,4.314722225549294,0.08169934640522876,822.2711339888998
1,Vegetable,HYDRO-IRRIGATION DISTRICT NO. 9,2020.0,12.0,1.6,780.0,16.5,5724.0,4104.0,270.0,0.3,15.0,0.17,0.3,780.0,2748.0,0.7864801864801865,1,1.6,1,1,-4.88235294117647,207.3,2540.7,0.23066127890899968,0.018199208460898002,0.313662653625757,0.43747685900434535,16.444331031538134,0.2777777777777778,387.59080291922777
0,Berry,KID,2020.0,4.0,1.0,2200.0,3.88,5832.0,8208.0,390.0,0.25,15.0,0.17,0.25,3909.0850515463917,722.25,0.9523809523809523,1,1.0,1,1,-4.88235294117647,34.5,687.75,0.07333234436038175,0.000988972951589774,0.5411659991099244,0.38451268357810414,3.88,1.0,20.371569353994595
1,Cereal Grain,KID,2020.0,893.0,2.0,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,231.46964856230034,34.5,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,0.0,0.2687862165760079,0.5602543523862485,0.12283751711600831,0.04812191392173521,2.6682522010516383,0.001513271390091099,72623.3767287189
2,Hay/Silage,KID,2020.0,1210.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,34.5,53.2099999999999,0.26935515406758365,0.49890389782210487,0.15844089153040758,0.07330005657990388,4.203744179760128,0.0016204829039053637,41491.78046088966
3,Herb,KID,2020.0,207.0,2.0,386.0,0.06,810.0,648.0,390.0,0.41,15.0,0.17,0.41,32865.0,93.89999999999986,0.9523809523809524,1,2.0,1,1,-4.88235294117647,34.5,59.3999999999999,0.17118768330694284,0.31302053685936704,0.22924079103719563,0.2865509887964946,0.05573370055843263,0.011782726522917404,3583.0675051871654
4,Orchard,KID,2020.0,2003.0,2.0,1676.0,16.88,1836.0,3456.0,390.0,0.13,15.0,0.17,0.13,1676.0,22578.879999999997,0.20190252123652572,1,2.0,1,1,-4.88235294117647,34.5,22544.38,0.788070912013618,0.030358577522830055,0.11857665989456445,0.06299385056898738,16.777394845014083,0.0038403932562694424,2729.212404606477
5,Vegetable,KID,2020.0,1656.0,2.0,780.0,16.52,5724.0,4104.0,390.0,0.3,15.0,0.17,0.3,780.0,2637.6000000000004,0.7953063885267275,1,2.0,1,1,-4.88235294117647,34.5,2603.1,0.22034257665553095,0.06439555144244832,0.29868078167337136,0.4165810902286495,16.304088413541464,0.0020128824476650566,53657.67006584459
6,Vineyard,KID,2020.0,4821.0,2.0,889.0,4.38,2376.0,3132.0,390.0,0.13,15.0,0.17,0.13,1421.095890410959,296.40000000000055,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,261.900000000001,0.09695980640779597,0.12498860021496104,0.44242149427333416,0.3356300991039087,4.266061994418341,0.0015955834250793801,196.30482520413352
0,Cereal Grain,KRD,2020.0,788.0,2.0,194.0,3.13,76.0,194.0,390.0,0.74,15.0,0.17,0.74,231.46964856230034,34.5,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,0.0,0.2687862165760079,0.5602543523862487,0.12283751711600831,0.04812191392173522,2.6682522010516383,0.0017149128824255728,64084.233888276045
1,Hay/Silage,KRD,2020.0,26157.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,34.5,53.2099999999999,0.26935515406758365,0.49890389782210487,0.15844089153040758,0.07330005657990388,4.203744179760128,7.496212538614865e-05,896942.5632359426
2,Herb,KRD,2020.0,6.0,2.0,386.0,0.06,810.0,648.0,390.0,0.41,15.0,0.17,0.41,32865.0,93.89999999999986,0.9523809523809524,1,2.0,1,1,-4.88235294117647,34.5,59.3999999999999,0.1711876833069428,0.313020536859367,0.22924079103719558,0.28655098879649454,0.05573370055843263,0.4065040650406504,103.85702913585995
3,Oilseed,KRD,2020.0,150.0,2.812,400.0,1.12,540.0,567.0,390.0,0.74,15.0,0.17,0.74,1442.98125,76.95900000000006,0.9523809523809523,1,2.812,1,1,-4.88235294117647,34.5,42.4590000000001,0.05736019199443606,0.8066584209076804,0.06964900314769656,0.0663323839501872,0.8042592943626311,0.009009009009009009,13418.911666264057
4,Orchard,KRD,2020.0,1646.0,2.0,1676.0,16.88,1836.0,3456.0,390.0,0.13,15.0,0.17,0.13,1676.0,22578.879999999997,0.20190252123652572,1,2.0,1,1,-4.88235294117647,34.5,22544.38,0.788070912013618,0.030358577522830048,0.11857665989456445,0.06299385056898736,16.77739484501408,0.004673333956444527,2242.7776425273437
5,Seed,KRD,2020.0,422.0,2.0,9030.0,0.36,270.0,486.0,390.0,0.74,15.0,0.17,0.74,9030.0,2074.7999999999997,0.36175710594315247,1,2.0,1,1,-4.88235294117647,34.5,2040.3,0.6003475153822838,0.21551473647222497,0.11837426666495858,0.06576348148053254,0.34319119513236657,0.0032022543870885104,199269.7706715611
6,Vegetable,KRD,2020.0,176.0,2.0,780.0,16.52,5724.0,4104.0,390.0,0.3,15.0,0.17,0.3,780.0,2637.6000000000004,0.7953063885267275,1,2.0,1,1,-4.88235294117647,34.5,2603.1,0.2203425766555309,0.0643955514424483,0.29868078167337125,0.4165810902286493,16.30408841354146,0.01893939393939394,5702.7475432298625
7,Vineyard,KRD,2020.0,14.0,2.0,889.0,4.38,2376.0,3132.0,390.0,0.13,15.0,0.17,0.13,1421.095890410959,296.40000000000055,0.9523809523809523,1,2.0,1,1,-4.88235294117647,34.5,261.900000000001,0.09695980640779601,0.12498860021496108,0.44242149427333427,0.3356300991039088,4.266061994418341,0.5494505494505494,0.5700617201530532
0,Cereal Grain,LOWDEN IRRIGATION DISTRICT NO. 2,2020.0,54.0,2.3,193.6,3.1,76.0,194.0,270.0,0.74,15.0,0.17,0.74,193.6,25.659999999999968,0.9572447347374035,1,2.3,1,1,-4.88235294117647,25.66,0.0,0.11464443792863487,0.7806609864076588,0.0752249914028112,0.02946958426089511,2.2997241858786537,0.025025025025025023,3058.6769981286307
1,Hay/Silage,LOWDEN IRRIGATION DISTRICT NO. 2,2020.0,50.0,2.8,191.0,4.8,130.0,281.0,270.0,0.51,15.0,0.17,0.51,191.0,193.79999999999995,0.7886125654450262,1,2.8,1,1,-4.88235294117647,25.66,168.14,0.063721708764623,0.8798108002861317,0.03860672738865689,0.017860763560588595,3.140156241012371,0.0392156862745098,1664.6123679379316
2,Seed,LOWDEN IRRIGATION DISTRICT NO. 2,2020.0,89.0,2.2,0.4,12900.0,1625.0,578.0,294.0,0.74,15.0,0.17,0.74,0.4,2630.0,0.4903100775193798,1,2.2,1,1,-4.88235294117647,25.66,2604.34,0.43791873510905166,0.23214454346644747,0.08656533135876603,0.2433713900657349,12236.675420063877,0.015183723048891588,49855.68178193935
0,Cereal Grain,MUD CREEK IRRIGATION DISTRICT NO. 7,2020.0,13.0,2.8,193.6,3.1,76.0,194.0,270.0,0.74,15.0,0.17,0.74,193.6,18.159999999999968,0.969741402292722,1,2.8,1,1,-4.88235294117647,18.16,0.0,0.04139109345583965,0.9198263023205461,0.027866019331041405,0.010916584892572922,1.8764621880544725,0.10395010395010396,717.6692402653259
1,Seed,MUD CREEK IRRIGATION DISTRICT NO. 7,2020.0,38.0,2.6,0.4,12900.0,1625.0,578.0,294.0,0.74,15.0,0.17,0.74,0.4,2624.0,0.49147286821705427,1,2.6,1,1,-4.88235294117647,18.16,2605.84,0.31504888895926403,0.4470989169429777,0.062405160321608845,0.17544703377614942,11443.366553109465,0.03556187766714082,21243.015642372942
0,Hay/Silage,Moxee-Selah,2020.0,197.0,2.0,191.0,4.81,130.0,281.0,390.0,0.51,15.0,0.17,0.51,191.0,87.70999999999992,0.9045291767804857,1,2.0,1,1,-4.88235294117647,87.7099999999999,0.0,0.2693551540675837,0.49890389782210504,0.15844089153040763,0.07330005657990389,4.203744179760128,0.009953219866626855,6755.273347764678
1,Herb,Moxee-Selah,2020.0,3319.0,2.0,386.0,0.06,810.0,648.0,390.0,0.41,15.0,0.17,0.41,32865.0,93.89999999999986,0.9523809523809524,1,2.0,1,1,-4.88235294117647,87.7099999999999,6.18999999999994,0.1711876833069428,0.313020536859367,0.22924079103719563,0.2865509887964945,0.055733700558432624,0.0007348672462319682,57450.246616986515
2,Orchard,Moxee-Selah,2020.0,154.0,2.0,1676.0,16.88,1836.0,3456.0,390.0,0.13,15.0,0.17,0.13,1676.0,22578.879999999997,0.20190252123652572,1,2.0,1,1,-4.88235294117647,87.7099999999999,22491.17,0.788070912013618,0.030358577522830065,0.11857665989456449,0.06299385056898738,16.77739484501408,0.04995004995004995,209.83460324982414
