county,internal_id,i,year,region_xland,county_total_xland,acre_share,direct_value_add,total_value_add,direct_jobs,total_jobs,total_revenue
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,KRD,Hay/Silage,2024,21949,38931,0.563792351,0.563792351,0.295842143,2.46E-06,5.69E-06,0.563792351
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Olsen,Hay/Silage,2024,316,38931,0.008116925,0.008116925,0.004259243,3.55E-08,8.20E-08,0.008116925
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Packwood,Hay/Silage,2024,400,38931,0.010274588,0.010274588,0.005391446,4.49E-08,1.04E-07,0.010274588
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,Throp Mill,Hay/Silage,2024,68,38931,0.00174668,0.00174668,0.000916546,7.63E-09,1.76E-08,0.00174668
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,West Side,Hay/Silage,2024,3121,38931,0.080167476,0.080167476,0.042066761,3.50E-07,8.10E-07,0.080167476
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,Cascade,Herb,2024,3,15,0.2,0.2,0.1796958,9.06E-06,9.88E-06,0.2
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Herb,2024,12,15,0.8,0.8,0.7187832,3.62E-05,3.95E-05,0.8
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,KRD,Oilseed,2024,64,69,0.927536232,0.927536232,1.051569159,7.14E-07,2.88E-06,0.927536232
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,West Side,Oilseed,2024,5,69,0.072463768,0.072463768,0.082153841,5.58E-08,2.25E-07,0.072463768
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,Cascade,Orchard,2024,71,1845,0.038482385,0.038482385,0.032425334,5.81E-07,7.62E-07,0.038482385
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,KRD,Orchard,2024,1774,1845,0.961517615,0.961517615,0.810176666,1.45E-05,1.90E-05,0.961517615
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Cascade,Seed,2024,35,429,0.081585082,0.081585082,0.073302483,3.70E-06,4.03E-06,0.081585082
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,Ellensburg Wat,Seed,2024,73,429,0.17016317,0.17016317,0.152888035,7.71E-06,8.41E-06,0.17016317
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,KRD,Seed,2024,281,429,0.655011655,0.655011655,0.588514217,2.97E-05,3.24E-05,0.655011655
Kittitas,West Side,Seed,2024,40,429,0.093240093,0.093240093,0.083774266,4.22E-06,4.61E-06,0.093240093
Kittitas,West Side,Seed,2024,40,429,0.093240093,0.093240093,0.083774266,4.22E-06,4.61E-06,0.093240093
Kittitas,West Side,Seed,2024,40,429,0.093240093,0.093240093,0.083774266,4.22E-06,4.61E-06,0.093240093
